gene,logFC,logCPM,P.Value,adj.P.Val
Gm14140,-2.650272415,-3.489900453,0.577779906,1
Wfdc10,-2.650272415,-3.489900453,0.577779906,1
Gm26663,-2.650272415,-3.489900453,0.577779906,1
Gm12974,-2.650272415,-3.489900453,0.577779906,1
RP23-243G3.3,-2.650272415,-3.489900453,0.577779906,1
Gm8300,-2.650272415,-3.489900453,0.577779906,1
Trav6-5,-2.650272415,-3.489900453,0.577779906,1
Rpl26-ps4,-2.650272415,-3.489900453,0.577779906,1
Gm11801,0,-3.712037592,1,1
Gm14254,-2.650272415,-3.489900453,0.577779906,1
RP23-348F2.2,-4.078054249,-3.127389014,0.081827547,0.646544511
Krtap5-2,-2.650272415,-3.489900453,0.577779906,1
Calhm1,-2.650272415,-3.489900453,0.577779906,1
Gm16329,-2.650272415,-3.489900453,0.577779906,1
Gm8930,-2.650272415,-3.489900453,0.577779906,1
Gm29848,-2.650272415,-3.489900453,0.577779906,1
Gm45284,-2.650272415,-3.489900453,0.577779906,1
Olfr323,-3.533849202,-3.297250014,0.176293014,0.848125813
RP24-216B14.2,-3.158219073,-3.390397401,0.260276639,0.959876926
Gm42417,-2.650272415,-3.489900453,0.577779906,1
Gm8304,-2.650272415,-3.489900453,0.577779906,1
Gm29124,-2.650272415,-3.489900453,0.577779906,1
Gm12787,0,-3.712037592,1,1
Gm13488,-2.650272415,-3.489900453,0.577779906,1
4930440I19Rik,-2.650272415,-3.489900453,0.577779906,1
Gm5868,0,-3.712037592,1,1
Gm18665,-1.102326401,-2.838186757,0.420602758,1
5430434I15Rik,-2.650272415,-3.489900453,0.577779906,1
Vmn2r-ps23,0,-3.712037592,1,1
Gm11931,-2.650272415,-3.489900453,0.577779906,1
Gm13775,-2.650272415,-3.489900453,0.577779906,1
Gm11482,-2.650272415,-3.489900453,0.577779906,1
Ifnz,-2.650272415,-3.489900453,0.577779906,1
RP24-120I22.1,-0.481031338,-3.209363651,1,1
Zfp600,-2.650272415,-3.489900453,0.577779906,1
Gm8641,-0.3516113,-3.049142598,1,1
Gm42451,-2.650272415,-3.489900453,0.577779906,1
Wbscr28,0,-3.712037592,1,1
5730596B20Rik,-2.650272415,-3.489900453,0.577779906,1
Gm10319,-2.650272415,-3.489900453,0.577779906,1
Klk1b11,-2.650272415,-3.489900453,0.577779906,1
Map2k7,-2.650272415,-3.489900453,0.577779906,1
Mug2,0,-3.712037592,1,1
Gm45676,-2.650272415,-3.489900453,0.577779906,1
Gm45578,-2.650272415,-3.489900453,0.577779906,1
RP23-412P4.2,-2.650272415,-3.489900453,0.577779906,1
Prr23a2,-2.650272415,-3.489900453,0.577779906,1
RP23-18K14.1,-2.650272415,-3.489900453,0.577779906,1
Gm16219,-2.650272415,-3.489900453,0.577779906,1
Gm19668,-2.650272415,-3.489900453,0.577779906,1
8430419K02Rik,-2.650272415,-3.489900453,0.577779906,1
Kifc5c-ps,0.40555317,-3.048623728,1,1
Ptchd3,-2.650272415,-3.489900453,0.577779906,1
1700022F17Rik,-2.650272415,-3.489900453,0.577779906,1
Ighv1-11,-2.650272415,-3.489900453,0.577779906,1
Ighv1-39,-2.650272415,-3.489900453,0.577779906,1
Ighv1-81,-2.650272415,-3.489900453,0.577779906,1
1700006H21Rik,-2.650272415,-3.489900453,0.577779906,1
RP23-456L15.3,0,-3.712037592,1,1
Gm17046,-2.650272415,-3.489900453,0.577779906,1
Gm10113,0,-3.712037592,1,1
Gm7856,-2.650272415,-3.489900453,0.577779906,1
Olfr755-ps1,-2.650272415,-3.489900453,0.577779906,1
Esp15,-2.650272415,-3.489900453,0.577779906,1
Gm15556,-2.650272415,-3.489900453,0.577779906,1
Foxd4,-2.650272415,-3.489900453,0.577779906,1
Gm6441,0,-3.712037592,1,1
Olfr1140,-2.648423469,-3.489971664,0.577589908,1
Cib3,-2.648423469,-3.489971664,0.577589908,1
Pla2g4c-ps,-2.648423469,-3.489971664,0.577589908,1
Gm4754,-2.648423469,-3.489971664,0.577589908,1
A530099J19Rik,-2.648423469,-3.489971664,0.577589908,1
RP23-292G1.3,-2.648423469,-3.489971664,0.577589908,1
RP23-438F16.7,-2.648423469,-3.489971664,0.577589908,1
Gm12226,-2.648423469,-3.489971664,0.577589908,1
Gm44892,1.879635139,-3.596674187,1,1
Gm2244,-2.648423469,-3.489971664,0.577589908,1
Gm37981,-2.648423469,-3.489971664,0.577589908,1
Gm13141,-2.648423469,-3.489971664,0.577589908,1
RP23-281M13.1,-2.648423469,-3.489971664,0.577589908,1
Slc30a8,-2.648423469,-3.489971664,0.577589908,1
Hoxc6,-3.826427516,-3.21023109,0.115233869,0.729189442
Hist1h2af,-2.648423469,-3.489971664,0.577589908,1
RP23-416I23.6,-2.648423469,-3.489971664,0.577589908,1
Gm15550,-2.648423469,-3.489971664,0.577589908,1
Gm5400,-2.648423469,-3.489971664,0.577589908,1
Gm37224,-2.648423469,-3.489971664,0.577589908,1
Gm11907,-2.648423469,-3.489971664,0.577589908,1
Gm28924,-2.648423469,-3.489971664,0.577589908,1
Prss51,-2.648423469,-3.489971664,0.577589908,1
Gm7927,-2.648423469,-3.489971664,0.577589908,1
RP24-547N4.7,-2.648423469,-3.489971664,0.577589908,1
Gm38261,-2.648423469,-3.489971664,0.577589908,1
Tas2r113,-2.648423469,-3.489971664,0.577589908,1
Ncr1,-2.648423469,-3.489971664,0.577589908,1
Gm45593,-2.648423469,-3.489971664,0.577589908,1
Gm20945,-2.648423469,-3.489971664,0.577589908,1
RP23-157B3.7,-2.648423469,-3.489971664,0.577589908,1
6430710C18Rik,1.885956193,-3.59637637,1,1
Apon,-2.648423469,-3.489971664,0.577589908,1
Krt40,-2.648423469,-3.489971664,0.577589908,1
Gm31925,-2.648423469,-3.489971664,0.577589908,1
Gm14314,-2.648423469,-3.489971664,0.577589908,1
4930425O10Rik,-2.648423469,-3.489971664,0.577589908,1
Clca2,-2.648423469,-3.489971664,0.577589908,1
RP24-143N7.1,-2.648423469,-3.489971664,0.577589908,1
RP23-282P18.2,-2.648423469,-3.489971664,0.577589908,1
RP24-458J4.10,-2.648423469,-3.489971664,0.577589908,1
Gm11707,-2.648423469,-3.489971664,0.577589908,1
Gm15335,-2.648423469,-3.489971664,0.577589908,1
4930434B07Rik,-2.648423469,-3.489971664,0.577589908,1
Gm15583,-2.648423469,-3.489971664,0.577589908,1
9830132P13Rik,-2.648423469,-3.489971664,0.577589908,1
4930519H02Rik,-2.648423469,-3.489971664,0.577589908,1
Klrc2,-2.648423469,-3.489971664,0.577589908,1
RP23-428P21.2,1.885956193,-3.59637637,1,1
Gm17101,-2.648423469,-3.489971664,0.577589908,1
Gm38266,-2.648423469,-3.489971664,0.577589908,1
Gm21269,3.166414457,-3.390445896,0.388806247,1
Gm13816,-2.648423469,-3.489971664,0.577589908,1
Gm13884,-2.648423469,-3.489971664,0.577589908,1
Gm18256,3.177297852,-3.390152502,0.300635955,0.982492329
Gm6197,-2.648423469,-3.489971664,0.577589908,1
Gm17952,-2.648423469,-3.489971664,0.577589908,1
Gm44635,0,-3.712037592,1,1
Gm19202,-2.648423469,-3.489971664,0.577589908,1
Gm36520,-2.648423469,-3.489971664,0.577589908,1
Gm9658,-1.646659973,-3.209752001,0.410933692,1
AI606473,-2.648423469,-3.489971664,0.577589908,1
RP23-7P15.3,-0.851096367,-3.127166568,0.773240353,1
Olfr1331,-2.648423469,-3.489971664,0.577589908,1
Gm12865,-2.648423469,-3.489971664,0.577589908,1
Vmn2r-ps19,-2.648423469,-3.489971664,0.577589908,1
Gm42799,-2.648423469,-3.489971664,0.577589908,1
Gm454,-2.648423469,-3.489971664,0.577589908,1
Gm5294,-2.648423469,-3.489971664,0.577589908,1
Apol7e,-0.475115422,-3.209658999,1,1
Gm28053,-2.648423469,-3.489971664,0.577589908,1
1700018B24Rik,-0.350370537,-3.049182797,1,1
Gm4287,-2.648423469,-3.489971664,0.577589908,1
RP23-187G5.2,-0.348642706,-3.049202063,1,1
Gm3665,-2.648423469,-3.489971664,0.577589908,1
Gm9988,1.88706546,-3.596324883,1,1
Gm18806,-2.648423469,-3.489971664,0.577589908,1
Etos1,-2.648423469,-3.489971664,0.577589908,1
Gm44784,-2.648423469,-3.489971664,0.577589908,1
Gm45829,-2.648423469,-3.489971664,0.577589908,1
Gm27164,-2.648423469,-3.489971664,0.577589908,1
Gm8520,3.185831818,-3.389514815,0.302738398,0.982492329
1700063H06Rik,-2.648423469,-3.489971664,0.577589908,1
Ccr1l1,-2.648423469,-3.489971664,0.577589908,1
RP24-492D11.6,-2.648423469,-3.489971664,0.577589908,1
Gm13649,0,-3.712037592,1,1
Gm20390,-2.648423469,-3.489971664,0.577589908,1
Hoxb7,-2.648423469,-3.489971664,0.577589908,1
Gm11708,-2.648423469,-3.489971664,0.577589908,1
1700016G22Rik,-2.648423469,-3.489971664,0.577589908,1
Gm11367,-2.648423469,-3.489971664,0.577589908,1
4930550C17Rik,-2.648423469,-3.489971664,0.577589908,1
Itih1,-2.648423469,-3.489971664,0.577589908,1
Trav15n-1,-2.648423469,-3.489971664,0.577589908,1
Gm43587,0,-3.712037592,1,1
Gm5766,-2.648423469,-3.489971664,0.577589908,1
4930455D15Rik,-2.648423469,-3.489971664,0.577589908,1
Gm9529,-2.648423469,-3.489971664,0.577589908,1
Gm7916,-2.648423469,-3.489971664,0.577589908,1
Gm7405,-2.648423469,-3.489971664,0.577589908,1
Gm10046,1.88706546,-3.596324883,1,1
Gm8682,-2.648423469,-3.489971664,0.577589908,1
Sh2d1b1,-2.163541809,-2.391710891,0.032351671,0.427067161
Clec4d,-2.588840155,-2.905407649,0.103381999,0.704924355
Gm37083,2.672776177,-3.489575515,0.523828802,1
Gm7341,-2.585749125,-2.904937094,0.083045634,0.648796992
Gm20682,-2.58520623,-2.905651668,0.063748629,0.591612447
Gm13890,-2.584066657,-2.905214962,0.058144752,0.57075375
RP23-396C4.2,0.715543877,-1.682730472,0.388950231,1
Gm14200,0.319858174,-2.905161955,1,1
Gm12904,1.668207879,-2.903582857,0.308042919,0.989835831
Acnat1,-0.086649702,-2.012506504,1,1
Gm45256,-1.148713053,-2.297847201,0.175244134,0.847476313
Gm13650,-2.470102116,-2.543059928,0.014800335,0.287350302
Kcnj15,-2.469825322,-2.543255991,0.014711321,0.286468114
C230024C17Rik,-2.466548343,-2.543109008,0.028196651,0.401259786
Plac8,0.844631792,-1.624642853,0.298242029,0.982492329
Hoxb5,-1.146224516,-2.298112017,0.266468223,0.966371058
Tmem184a,-0.378756425,0.588142708,0.354474833,1
Cd177,-2.419391052,-2.25346302,0.005053863,0.154568719
Gm18734,0.320596484,-2.904588229,1,1
Mcpt4,-2.401941102,-2.975891695,0.094961478,0.681838945
Gm5340,-2.401599715,-2.976014582,0.105950707,0.70946574
Gm44451,-2.401599715,-2.976014582,0.105950707,0.70946574
Prss54,0.933935471,-2.904918797,0.599362926,1
Olfr54,0,-3.712037592,1,1
Gm16020,-2.399729857,-2.975491727,0.115156049,0.729189442
4921507G05Rik,-2.398943554,-2.975457685,0.161297081,0.823580295
Gm4987,-2.39815347,-2.975716756,0.114741613,0.729189442
Gm2832,-2.39815347,-2.975716756,0.114741613,0.729189442
Gm18301,-2.395138217,-2.975737542,0.18651921,0.867723959
Gm18830,-2.474336594,-2.543512902,0.045255964,0.502255828
Cdh3,-0.856729762,0.790048466,0.028265804,0.401350359
Gsdma2,-0.354710938,-3.049427593,1,1
3100002H09Rik,-2.35656611,-2.597915126,0.043657728,0.495947309
RP23-132J19.1,-2.3434605,-2.299399959,0.046385129,0.510142716
Pilrb2,-1.17785735,-2.438314829,0.320881337,0.996848893
Gm14424,-2.235932581,-2.654105486,0.036970596,0.458678038
Rpl13-ps3,-2.235636705,-2.653529355,0.044034063,0.497347383
1700011H14Rik,-2.235101423,-2.654289754,0.048805186,0.521585062
RP24-121J1.2,-2.234947727,-2.653429052,0.067559622,0.60452758
4930447A16Rik,1.777456431,-2.595832734,0.090891183,0.6697069
Gm9436,-0.229467619,-2.20960779,0.867143505,1
Pbk,-2.211282481,-1.906078226,0.017298825,0.309748957
H2afy3,-2.195032963,-3.04979603,0.25051318,0.95356856
Fabp5l2,2.672776177,-3.489575515,0.523828802,1
Gm3448,-2.193473138,-3.049617019,0.167231701,0.834924466
Gm15138,-2.192882043,-3.049706526,0.166983076,0.834924466
RP24-318O6.3,-2.192857825,-3.049830317,0.192726549,0.878435476
Gm14221,-2.192434106,-3.049775103,0.166793547,0.834737045
RP23-288I20.2,-2.1923771,-3.049173931,0.193644875,0.878696181
Chst4,-2.192170196,-3.049208229,0.222253338,0.920707852
Gm14537,-2.192001765,-3.049090301,0.222429342,0.920707852
Colec10,-2.19197845,-3.049988384,0.221012119,0.918418767
Clec1b,-2.191936979,-3.049933175,0.192507507,0.877709224
Gm37845,-2.19163116,-3.049898889,0.166451916,0.83454956
Gm18905,3.563281953,-3.296280142,0.273056894,0.970490908
RP23-438F16.2,-2.191253989,-3.049297755,0.167458268,0.834924466
Gm12611,-2.191246741,-3.049158899,0.222281482,0.920707852
Gm8624,-2.191031693,-3.049332051,0.16736386,0.834924466
Gm12096,-2.190206803,-3.049406541,0.151437217,0.800935612
Pla2g4f,-2.189678229,-3.04931702,0.211593579,0.901682453
4930556M19Rik,-2.189594564,-3.049440835,0.166948399,0.834924466
RP23-384F19.1,-2.188811595,-3.049564642,0.166605887,0.834694786
Gm2516,-2.186345223,-3.04966918,0.25040749,0.953432911
Gm13333,-2.185801885,-3.049654152,0.221202727,0.918629274
D1Pas1,-2.185536364,-3.04963489,0.312844158,0.993798242
Gm10653,-0.097242988,-2.168234749,1,1
Ikzf3,-2.165485624,-2.390581031,0.02921386,0.407316145
Olfr1507,-0.713252749,-0.544919533,0.199658509,0.880548568
Gm26804,-2.15581479,-1.941177435,0.00251758,0.098971967
Pzp,-2.114230041,-1.344538259,0.000249105,0.021664327
Gm36189,-2.113013351,-2.712719152,0.128984049,0.763514167
Gm5560,-2.108297975,-2.712991114,0.090757031,0.6697069
RP23-440L7.5,-2.107509681,-2.71293781,0.076751843,0.632894571
Cyp2j13,-2.103968031,-2.712800663,0.079417354,0.639054838
Gm4035,-2.103573697,-2.712988,0.0795048,0.639137819
RP24-255E19.2,-3.83063758,-3.2098194,0.090980561,0.6697069
Gm5507,-2.102392361,-2.71239326,0.079744474,0.64068612
Hist1h3i,-2.101259442,-2.713225109,0.099762751,0.694108094
Cpz,0.712719244,-1.939142744,0.425171979,1
Trim63,-2.066691416,-2.439867038,0.029678069,0.410371659
Gm1848,-0.599809322,-2.390057243,0.547479287,1
Acnat2,-3.540215374,-3.296996841,0.273378351,0.970490908
Ighg1,-2.238240832,-2.65464304,0.068101711,0.60590301
Gm44997,-1.966007333,-2.490438213,0.054999736,0.556404894
Gm13363,-1.964222103,-2.773607386,0.174353118,0.845570012
Ascl5,-1.963499713,-1.571262533,0.006377476,0.178177559
Gm11957,-1.960662905,-2.490022639,0.050793904,0.534121757
Gm37097,1.879635139,-3.596674187,1,1
4930502E09Rik,-1.158573068,-3.049249322,0.528645873,1
Slfn10-ps,-1.958404616,-2.490397939,0.072406141,0.61945495
Gm45846,-1.956786094,-2.774294173,0.095957743,0.683506518
Agtr1b,-1.956544176,-2.490421309,0.0770239,0.632894571
Gm26680,-1.95647722,-2.490599973,0.111861745,0.72482925
Rpl19-ps12,-0.487149183,-3.209592406,1,1
Gm13213,-1.955029216,-2.773998537,0.12157661,0.74364281
Gm6177,2.676613609,-3.489228757,0.524464323,1
Gm26882,-1.953330691,-2.773963488,0.157605144,0.815626693
Cycs-ps2,3.563589022,-3.296128926,0.197367687,0.878696181
Serpina1a,-1.950246119,-3.126893859,0.414633237,1
Gm45547,-1.949509701,-3.127804514,0.413469581,1
Gm11594,-1.949509701,-3.127804514,0.413469581,1
E030025P04Rik,0,-3.712037592,1,1
Gm12098,-1.948855857,-3.127464944,0.278178275,0.974529227
Gm5075,-1.948556566,-3.127658745,0.314047846,0.993798242
Speer5-ps1,-1.94735735,-3.127053163,0.344493801,1
2410003L11Rik,-1.947133106,-3.127839056,0.343235377,1
Gm6445,-1.947133106,-3.127839056,0.343235377,1
Gm20726,3.553499264,-3.296862831,0.175114965,0.847476313
Gm8731,-1.946029108,-3.127873596,0.313451472,0.993798242
RP23-442N6.1,5.547466246,-2.437370691,0.000120718,0.012987946
Rps8-ps1,-1.945017884,-3.127128224,0.278362252,0.974529227
Gm11378,-1.945017884,-3.127128224,0.278362252,0.974529227
Gm26886,-1.944691968,-3.127302631,0.256495956,0.958468415
Gm43698,-1.944609476,-3.12726808,0.314539936,0.993798242
Igsf23,-1.9443659,-3.127162777,0.314729945,0.993798242
RP24-247A8.5,-1.944328312,-3.127252958,0.256524338,0.958468415
Gm7233,-1.944328312,-3.127252958,0.256524338,0.958468415
RP23-116E8.1,0,-3.712037592,1,1
Vmn2r118,-1.943756094,-3.127461901,0.255992766,0.958125612
Gm5582,-1.943756094,-3.127461901,0.255992766,0.958125612
Gm11246,2.672776177,-3.489575515,0.523828802,1
Gm13431,-1.943396625,-3.127412232,0.256020948,0.958125612
Aqp3,2.678608989,-3.489279878,0.578378509,1
Rgr,2.678608989,-3.489279878,0.578378509,1
Gm42927,3.187824989,-3.389565575,0.39117133,1
Gm13147,-1.942907584,-3.127496448,0.27747329,0.974529227
Epo,-1.942677899,-3.127392804,0.343775084,1
Gm37784,0,-3.712037592,1,1
Gm11636,-1.940903054,-3.127586613,0.313659333,0.993798242
Ly6i,-1.940903054,-3.127586613,0.313659333,0.993798242
Ang2,-1.940794905,-3.127530995,0.343483709,1
Hist1h4a,-1.940011265,-3.127536947,0.31369539,0.993798242
Opn5,-1.939342022,-3.1275024,0.343472834,1
Gm18916,-1.937737577,-3.127467853,0.41376482,1
4933425L06Rik,0,-3.712037592,1,1
Ces2e,-0.600736853,-2.391153423,0.584990408,1
Pon1,0.349718903,-0.208752769,0.45827008,1
Gm26846,-1.880535122,-2.298206755,0.034764915,0.445947691
Ttr,0.151617254,11.51028133,0.582750561,1
Gbx2,-1.724184199,-0.214325997,0.035728988,0.451086758
Adamts19,-1.868450499,-1.626925745,0.047900103,0.518772944
Adig,-1.86697683,-3.596559499,1,1
Gm36996,1.879635139,-3.596674187,1,1
Gm8258,-1.86697683,-3.596559499,1,1
Gm45376,1.879635139,-3.596674187,1,1
Chrna10,2.678608989,-3.489279878,0.578378509,1
Gm14240,2.681372158,-3.489177634,0.578658544,1
Gm44671,-1.86697683,-3.596559499,1,1
Scarletltr,-1.86697683,-3.596559499,1,1
RP23-152I9.3,2.681372158,-3.489177634,0.578658544,1
Gm42524,-1.86697683,-3.596559499,1,1
Ghrhr,-1.86697683,-3.596559499,1,1
Gm6758,-1.86697683,-3.596559499,1,1
Sycp2l,3.557039534,-3.296571509,0.196278382,0.878696181
Gm6684,-1.86697683,-3.596559499,1,1
Cct3-ps1,-1.86697683,-3.596559499,1,1
Gm32842,-1.86697683,-3.596559499,1,1
Ighj4,-1.86697683,-3.596559499,1,1
Lamp3,1.879635139,-3.596674187,1,1
Gm18753,-1.86697683,-3.596559499,1,1
Gm43446,-1.86697683,-3.596559499,1,1
Vmn2r41,-1.86697683,-3.596559499,1,1
Slc51b,3.177297852,-3.390152502,0.300635955,0.982492329
RP24-167A12.2,-1.86697683,-3.596559499,1,1
Gm17190,-1.86697683,-3.596559499,1,1
Blk,-1.86697683,-3.596559499,1,1
Gm17258,-1.86697683,-3.596559499,1,1
RP23-141G9.2,-1.86697683,-3.596559499,1,1
Gm2735,-1.86697683,-3.596559499,1,1
Skint1,-1.86697683,-3.596559499,1,1
Cdhr5,-1.86697683,-3.596559499,1,1
RP23-198D4.3,-1.86697683,-3.596559499,1,1
RP23-8O18.1,-1.86697683,-3.596559499,1,1
RP23-325K4.8,-1.86697683,-3.596559499,1,1
Gm15617,-1.86697683,-3.596559499,1,1
Gm8342,-1.86697683,-3.596559499,1,1
Rpl21-ps3,-1.86697683,-3.596559499,1,1
Gm13186,-1.86697683,-3.596559499,1,1
Lcn11,-1.86697683,-3.596559499,1,1
Gm13940,-1.86697683,-3.596559499,1,1
Gm15378,4.315384815,-3.047877985,0.043726145,0.495947309
Gm26528,-1.86697683,-3.596559499,1,1
Rpl31-ps20,-1.86697683,-3.596559499,1,1
Gm9710,3.181778269,-3.38980831,0.260351629,0.959876926
Clca1,-1.86697683,-3.596559499,1,1
RP23-114N1.9,-1.86697683,-3.596559499,1,1
Gm13198,-1.86697683,-3.596559499,1,1
Hoxd8,-1.86697683,-3.596559499,1,1
Gm15999,-1.86697683,-3.596559499,1,1
Nr1h5,-1.86697683,-3.596559499,1,1
Gm5829,1.885956193,-3.59637637,1,1
Gm13612,0,-3.712037592,1,1
1700028N14Rik,0,-3.712037592,1,1
Zp1,0,-3.712037592,1,1
RP23-473N3.8,-1.86697683,-3.596559499,1,1
RP24-351I17.3,-1.86697683,-3.596559499,1,1
Cd300ld3,-1.86697683,-3.596559499,1,1
Gm14340,-1.388790039,-2.343971562,0.167187632,0.834924466
9830107B12Rik,-1.86697683,-3.596559499,1,1
Gm13685,-1.86697683,-3.596559499,1,1
Olfr1279,-1.86697683,-3.596559499,1,1
Spdye4c,-1.86697683,-3.596559499,1,1
Gm11212,-1.86697683,-3.596559499,1,1
Olfr1338,-1.86697683,-3.596559499,1,1
Gm17977,-1.86697683,-3.596559499,1,1
Vmn1r33,-1.86697683,-3.596559499,1,1
Gm3264,1.88706546,-3.596324883,1,1
Gm38404,-1.86697683,-3.596559499,1,1
Gm21982,-1.86697683,-3.596559499,1,1
Krtap5-3,-1.86697683,-3.596559499,1,1
Gm15355,-1.86697683,-3.596559499,1,1
RP23-349H12.5,-1.86697683,-3.596559499,1,1
Gm7108,3.559281261,-3.296420316,0.196653289,0.878696181
Krt14,-1.86697683,-3.596559499,1,1
Cxcr6,-0.545097874,-1.742454191,0.471269539,1
5730416F02Rik,-1.86697683,-3.596559499,1,1
Rpl23a-ps1,-1.86697683,-3.596559499,1,1
Gm34767,-1.86697683,-3.596559499,1,1
Gm17771,-1.86697683,-3.596559499,1,1
RP24-328C19.5,1.88706546,-3.596324883,1,1
Gm19066,-1.86697683,-3.596559499,1,1
Gm3687,-1.86697683,-3.596559499,1,1
Gm35960,-1.86697683,-3.596559499,1,1
Gm9712,-1.86697683,-3.596559499,1,1
Gm45474,3.186537619,-3.389464053,0.302905056,0.982492329
Gm9806,-3.533018312,-3.297320153,0.176086367,0.847880931
Apoa4,-1.86697683,-3.596559499,1,1
Gm20537,-1.86697683,-3.596559499,1,1
Gm13039,-3.159934342,-3.390269874,0.3022008,0.982492329
Olfr1385,-1.86697683,-3.596559499,1,1
Il13,-1.86697683,-3.596559499,1,1
Gm12249,-1.86697683,-3.596559499,1,1
Gm17053,-1.86697683,-3.596559499,1,1
Dmrt1,-1.86697683,-3.596559499,1,1
Gm26775,-1.86697683,-3.596559499,1,1
Gm5269,-1.86697683,-3.596559499,1,1
Gm8805,-1.86697683,-3.596559499,1,1
Gm6244,-1.86697683,-3.596559499,1,1
Ugt1a6b,-1.86697683,-3.596559499,1,1
Gm29456,-1.86697683,-3.596559499,1,1
Gm26936,-1.86697683,-3.596559499,1,1
Gm5703,-1.86697683,-3.596559499,1,1
Gm34176,-1.86697683,-3.596559499,1,1
Gm38093,-1.86697683,-3.596559499,1,1
Iglc1,-3.156006144,-3.390489585,0.390475017,1
Gm13417,-1.86697683,-3.596559499,1,1
Sprr1a,-3.153459196,-3.390595583,0.390194151,1
Gm13495,-1.86697683,-3.596559499,1,1
8030423J24Rik,-2.65083165,-3.489936059,0.523888208,1
Olfr1183,-1.86697683,-3.596559499,1,1
Gm14009,-1.86697683,-3.596559499,1,1
Gm12118,-2.648423469,-3.489971664,0.577589908,1
Gm14211,-1.86697683,-3.596559499,1,1
Gm2622,-1.86697683,-3.596559499,1,1
4930449A18Rik,-1.86697683,-3.596559499,1,1
Gm37037,-1.86697683,-3.596559499,1,1
Gm17212,-1.86697683,-3.596559499,1,1
